,text,intent
13466,what will the weather be like this tuesday in the area neighboring rendezvous mountain educational state forest,GetWeather
9733,play some rockwell from around 1996,PlayMusic
1772,i d like to watch sherlock holmes à new york at kb theatres,SearchScreeningEvent
8122,add xsuie in your favorite coffeehouse,AddToPlaylist
11881,rate the book pimpernel and rosemary 1 out of 6,RateBook
11835,add artist brenda k starr to frescura indie,AddToPlaylist
8567,what is the temperature in western sahara or within the same area three seconds from now,GetWeather
9814,does the yacoubian building start at 08:39 pm,SearchScreeningEvent
11725,find quiet night in,SearchScreeningEvent
5881,the book the chymical wedding is only worth 3 points,RateBook
8246,play some 1962 theme music,PlayMusic
10158,book a restaurant in papua new guinea for me and my daughters,BookRestaurant
298,play portsmouth by paul smith on google music,PlayMusic
8344,rate the doomsters four out of 6 stars,RateBook
7655,what animated movies are playing at the douglas theatre company,SearchScreeningEvent
10286,book me a reservation for 6 at a highly rated pub,BookRestaurant
11438,play stevan faddy on google music,PlayMusic
8363,rate this saga 0 stars,RateBook
1140,i want to take my mom and i to the tea house,BookRestaurant
12269,rate the current novel a 1,RateBook
11061,i m looking for a picture of fresh air,SearchCreativeWork
7094,give one to this novel,RateBook
14369,find the creative work the devil in stitches,SearchCreativeWork
4949,find a novel called under blackpool lights,SearchCreativeWork
2790,i d like to eat around id on august the 16th with a party of 8,BookRestaurant
1275,give the pirates of manhattan a 1,RateBook
3861,i want to hear a top five ballad from 2002,PlayMusic
2392,will it be nice in reager mp,GetWeather
7827,play murder the mountains by mana on netflix,PlayMusic
2269,play an album on netflix by chris castle from 2011,PlayMusic
10898,what time is the toll of the sea playing,SearchScreeningEvent
7642,play the playlist  hardstyle  baby,PlayMusic
12432,find drowning with land in sight,SearchCreativeWork
4849,i d like to see jack,SearchCreativeWork
13218,please play an album from 1987,PlayMusic
7723,get me a highly rated restaurant in nigeria,BookRestaurant
1024,play lenny kaye music,PlayMusic
12842,where to buy education for chemical engineers,SearchCreativeWork
4472,find a video game called merry andrew,SearchCreativeWork
237,rate the travels of lao can five out of 6,RateBook
7787,need a creative work with the title unholy confessions,SearchCreativeWork
2262,book a restaurant on next fall  for 5,BookRestaurant
11992,add this tune to my rage radio playlist,AddToPlaylist
1252,book a spot for 3 in egypt at five,BookRestaurant
3609,book a table for me  leanne and tami at a restaurant serving caucasian food,BookRestaurant
10460,on april the twenty-seventh  2022  i d like to make reservations at a spanish diner,BookRestaurant
9628,rate the life and loves of a she-devil two stars,RateBook
14247,give summer of the swans 1 points,RateBook
4834,find mysterious castles of clay,SearchScreeningEvent
8037,play some joeri basjmet,PlayMusic
9328,i need a dinner reservation in three months for a restaurant in hills and dales,BookRestaurant
814,please look up for disney universe,SearchCreativeWork
5707,what time does the maze start at cineplex odeon corporation,SearchScreeningEvent
151,add om to my classic punk,AddToPlaylist
458,i want to give this essay zero out of 6,RateBook
763,the book history of shit should be rated 2 out of 6,RateBook
7688,book a churrascaria restaurant for 2 which serves mezes,BookRestaurant
4110,add track by fleetwood mac to lakeisha s playlist todo novedades,AddToPlaylist
2907,i need to go to a restaurant a safe distant from the united states,BookRestaurant
5941,book a spot for me and sonja at a popular pizzeria,BookRestaurant
3395,give the current novel a 3 out of 6 rating,RateBook
8274,play the busco un pueblo album,PlayMusic
5008,add another tune to my verano playlist,AddToPlaylist
10667,what is the release date for the dvd called wild is the wind,SearchCreativeWork
7770,use itunes to play dancing playlist,PlayMusic
5552,where can i find police story 3: supercop,SearchCreativeWork
793,book a restaurant in the marshall islands for two people,BookRestaurant
3458,i d like to eat at a pub in arkport,BookRestaurant
13518,i want to book a bar in bonaparte palau,BookRestaurant
10499,can i get a restaurant reserved in luquillo  district of columbia,BookRestaurant
1196,use vimeo to play a mark king record from 1993,PlayMusic
1493,add luiza possi to my bachelor party playlist,AddToPlaylist
6459,what will the weather be like in twenty two minutes at san pasqual battlefield state historic park,GetWeather
1532,what s the weather in close by my current position,GetWeather
4782,what animated movies are playing at the magic johnson theatres,SearchScreeningEvent
11146,what will the weather be like in brownfield,GetWeather
11749,add this album to the playlist guest list engadget,AddToPlaylist
12045,book a table for my step father and i,BookRestaurant
8103,check the weather forecast for the current position,GetWeather
12165,rate betrayer of worlds 1 out of 6,RateBook
6055,play music by ryan malcolm from sympathy for the devil on pandora,PlayMusic
11791,what is the weather forecast two hours and seventeen seconds from now in elgin schoolhouse state historic site,GetWeather
12808,on lea s saturday night playlist add the name d generation,AddToPlaylist
11861,is it going to be foggy in box elder  rhode island,GetWeather
6872,add an album to my week end playlist,AddToPlaylist
7269,reserve a table in top of the mark lambertville  vermont,BookRestaurant
9463,add a track to the el mejor pop en español playlist,AddToPlaylist
3427,play sixties on spotify,PlayMusic
3822,add this track to my this is thomas rhett playlist,AddToPlaylist
10333,what time is death nurse showing,SearchScreeningEvent
6145,rate the pig scrolls one of 6 points,RateBook
9232,list to the most popular muireann nic amhlaoibh song,PlayMusic
11234,check films screened at the closest cinema,SearchScreeningEvent
12147,i would rate this book 3 points out of 6,RateBook
12703,find a movie schedule for united paramount theatres,SearchScreeningEvent
7464,what films can i see at malco theatres,SearchScreeningEvent
1816,add crying  waiting  hoping to my weekly buzz playlist,AddToPlaylist
12891,find darker than black,SearchCreativeWork
9874,will it rain on jan  18th  2029 in kanopolis arkansas,GetWeather
7994,add 9am in dallas to my classical music for smart kids,AddToPlaylist
1549,book a restaurant in macedonia for 13 hours from now,BookRestaurant
14409,i want to see doa: dead or alive at loews cineplex entertainment,SearchScreeningEvent
8322,book a masala bar on march 6  2034,BookRestaurant
14364,please find me the journal of the british astronomical association movie,SearchCreativeWork
5373,please find me the purple vigilantes book,SearchCreativeWork
9552,add a track by big sha to my this is miranda lambert playlist,AddToPlaylist
1320,play no more sorrow,PlayMusic
7719,when is harassed being played at plitt theatres,SearchScreeningEvent
9426,when will the blonde ambition be playing,SearchScreeningEvent
2024,play neutrons  by seun kuti,PlayMusic
4488,i need to book a pool side bar  for 5 people 17 weeks from now  distant from here at mountain lakes,BookRestaurant
8432,find a video game called batman: the return of bruce wayne,SearchCreativeWork
983,book a table at a osteria type restaurant in sd,BookRestaurant
4511,find a pub for me in fm,BookRestaurant
5103,rate galactic pot-healer two points,RateBook
6856,make a reservation for hillary  dina chavez and alexis,BookRestaurant
5026,play some sister rosetta tharpe songs from the eighties,PlayMusic
9541,play the best music by arthur johnston,PlayMusic
4209,will there be rainfall faraway from uganda,GetWeather
4406,add artist to latin pop hits,AddToPlaylist
12075,find a tv show called the traffic policeman,SearchCreativeWork
9864,add billy martin album to my legendary guitar solos playlist,AddToPlaylist
6927,add kd lang to my deep focus playlist,AddToPlaylist
6702,i rate the book rusty string quartet a 4,RateBook
1581,show movie schedules of film nearby,SearchScreeningEvent
7709,what animated movies are playing at the closest movie house,SearchScreeningEvent
2994,add this album to my throwback thursday playlist,AddToPlaylist
2930,play a rock track from 1984,PlayMusic
13863,add tommy johnson to the metalsucks playlist,AddToPlaylist
3001,add a tune in chill vibes,AddToPlaylist
14,please let me know the weather forcast of stanislaus national forest far in nine months,GetWeather
4811,which animated movies are playing in the neighbourhood,SearchScreeningEvent
49,what times will the young swordsman be showing at a local cinema,SearchScreeningEvent
396,add this tune by harry connick jr to my jazz brasileiro playlist,AddToPlaylist
705,find the last angry moose,SearchCreativeWork
3643,what is the closest movie house  playing films,SearchScreeningEvent
10003,i want to go to the pub with angelita  susan reed and ashlee watson after us parking,BookRestaurant
8457,play the latest ep by joel hastings on itunes,PlayMusic
7089,can you play the greatest sarah brightman song,PlayMusic
13505,the chronicle charlie peace earns 4 stars from me,RateBook
10430,add song to my pop brasil,AddToPlaylist
13074,are there any movies playing at 5 am at north american cinemas,SearchScreeningEvent
13722,play moondog s chupacabra,PlayMusic
8251,what cinema is health warning playing in eleven hours,SearchScreeningEvent
2837,four out of 6 stars for the previous essay,RateBook
5769,show me the closest movie house playing animated movies please,SearchScreeningEvent
9815,rate the book the scorpio illusion a 4,RateBook
6985,add bulat schalwowitsch okudschawa to retro pop,AddToPlaylist
2207,i want to give gay male pornography: an issue of sex discrimination a 1,RateBook
497,move this tune by hironobu kageyama to my baila reggaeton playlist,AddToPlaylist
14275,rate the current textbook 1 out of 6,RateBook
3548,will there be a blizzard in egypt,GetWeather
189,i d like to watch movies at the closest movie theatre,SearchScreeningEvent
4109,will there be sun at four pm at runkaus strict nature reserve,GetWeather
